# Time	Intantaneous Throughput
530	0
531	0
532	536
533	0
534	536
535	0
536	536
537	0
538	0
539	536
540	0
541	536
542	0
543	536
544	0
545	0
546	536
547	0
548	536
549	0
550	536
551	0
552	0
553	536
554	0
555	536
556	0
557	0
558	536
559	0
560	536
561	0
562	536
563	0
564	0
565	536
566	0
567	536
568	0
569	536
570	0
571	0
572	536
573	0
574	536
575	0
576	536
577	0
578	0
579	536
580	0
581	536
582	0
583	536
584	0
585	0
586	536
587	0
588	536
589	0
590	0
591	536
592	0
593	536
594	0
595	536
596	0
597	0
598	536
599	0
600	536
601	0
602	536
603	0
604	0
605	536
606	0
607	536
608	0
609	536
610	0
611	0
612	536
613	0
614	536
615	0
616	0
617	536
618	0
619	536
620	0
621	536
622	0
623	0
624	536
625	0
626	536
627	0
628	536
629	0
630	0
631	536
632	0
633	536
634	0
635	536
636	0
637	0
638	536
639	0
640	0
641	0
642	0
643	0
644	0
645	536
646	0
647	536
648	0
649	0
650	536
651	0
652	536
653	0
654	536
655	0
656	0
657	536
658	0
659	536
660	0
661	536
662	0
663	0
664	536
665	0
666	536
667	0
668	536
669	0
670	0
671	536
672	0
673	536
674	0
675	0
676	536
677	0
678	536
679	0
680	536
681	0
682	0
683	536
684	0
685	536
686	0
687	536
688	0
689	0
690	536
691	0
692	536
693	0
694	536
695	0
696	0
697	0
698	0
699	0
700	0
701	0
702	0
703	0
704	0
705	0
706	0
707	0
708	0
709	536
710	0
711	536
712	0
713	536
714	0
715	0
716	536
717	0
718	536
719	0
720	536
721	0
722	0
723	536
724	0
725	536
726	0
727	536
728	0
729	0
730	0
731	0
732	0
733	0
734	0
735	536
736	0
737	536
738	0
739	536
740	0
741	0
742	536
743	0
744	536
745	0
746	536
747	0
748	0
749	0
750	0
751	0
752	0
753	0
754	0
755	0
756	0
757	0
758	0
759	0
760	0
761	0
762	0
763	0
764	0
765	0
766	0
767	0
768	0
769	0
770	536
771	0
772	536
773	0
774	0
775	0
776	0
777	0
778	0
779	536
780	0
781	0
782	536
783	0
784	0
785	0
786	0
787	0
788	0
789	0
790	0
791	536
792	0
793	0
794	536
795	0
796	0
797	0
798	0
799	0
800	0
801	0
802	0
803	0
804	0
805	0
806	0
807	0
808	0
809	0
810	0
811	0
812	0
813	0
814	0
815	0
816	0
817	0
818	0
819	0
820	0
821	0
822	0
823	0
824	0
825	0
826	0
827	536
828	0
829	536
830	0
831	536
832	0
833	0
834	0
835	0
836	0
837	0
838	0
839	0
840	0
841	0
842	0
843	0
844	0
845	0
846	0
847	0
848	0
849	0
850	0
851	0
852	0
853	0
854	0
855	0
856	0
857	0
858	0
859	0
860	0
861	0
862	0
863	0
864	0
865	0
866	0
867	0
868	0
869	0
870	0
871	0
872	0
873	0
874	0
875	0
876	0
877	0
878	0
879	0
880	0
881	0
882	0
883	0
884	0
885	0
886	0
887	0
888	0
889	0
890	0
891	0
892	0
893	0
894	0
895	0
896	0
897	0
898	0
899	0
900	0
901	0
902	0
903	0
904	0
905	0
906	0
907	0
908	0
909	0
910	0
911	0
912	0
913	0
914	0
915	0
916	0
917	0
918	0
919	0
920	0
921	0
922	0
923	0
924	0
925	0
926	0
927	0
928	0
929	0
930	0
931	0
932	0
933	0
934	0
935	0
936	0
937	0
938	0
939	0
940	0
941	0
942	0
943	0
944	0
945	0
946	0
947	0
948	0
949	0
950	0
951	0
952	0
953	0
954	0
955	0
956	0
957	0
958	0
959	0
960	0
961	0
962	0
963	0
964	0
965	0
966	0
967	0
968	0
969	0
970	0
971	0
972	0
973	0
974	0
975	0
976	0
977	0
978	0
979	0
980	0
981	0
982	0
983	0
984	0
985	0
986	0
987	0
988	0
989	0
990	0
991	0
992	0
993	0
994	0
995	0
996	0
997	0
998	0
999	0
1000	0
1001	0
1002	0
1003	0
1004	0
1005	0
1006	0
1007	0
1008	0
1009	0
1010	0
1011	0
1012	0
1013	0
1014	0
1015	0
1016	0
1017	0
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
1024	0
1025	0
1026	0
1027	0
1028	0
1029	0
1030	0
1031	0
1032	0
1033	0
1034	0
1035	0
1036	0
1037	0
1038	0
1039	0
1040	0
1041	0
1042	0
1043	0
1044	0
1045	0
1046	0
1047	0
1048	0
1049	0
1050	0
1051	0
1052	0
1053	0
1054	0
1055	0
1056	0
1057	0
1058	0
1059	0
1060	5896
1061	0
1062	0
1063	0
1064	0
1065	0
1066	0
1067	0
1068	0
1069	0
1070	0
1071	0
1072	0
1073	0
1074	0
1075	0
1076	0
1077	0
1078	0
1079	0
1080	0
1081	0
1082	0
1083	0
1084	0
1085	0
1086	0
1087	0
1088	0
1089	0
1090	0
1091	0
1092	0
1093	0
1094	0
1095	0
1096	0
1097	0
1098	0
1099	0
1100	0
1101	0
1102	0
1103	0
1104	0
1105	3216
1106	0
1107	0
1108	0
1109	0
1110	0
1111	0
1112	0
1113	0
1114	3216
1115	0
1116	0
1117	0
1118	0
1119	0
1120	0
1121	0
1122	0
1123	0
1124	0
1125	0
1126	0
1127	0
1128	0
1129	0
1130	0
1131	0
1132	0
1133	0
1134	0
1135	0
1136	0
1137	0
1138	3216
1139	0
1140	0
1141	0
1142	0
1143	0
1144	0
1145	0
1146	0
1147	0
1148	0
1149	0
1150	0
1151	0
1152	1608
1153	0
1154	0
1155	0
1156	0
1157	0
1158	0
1159	0
1160	0
1161	0
1162	0
1163	0
1164	0
1165	0
1166	0
1167	0
1168	0
1169	0
1170	0
1171	3216
1172	0
1173	1608
1174	0
1175	0
1176	0
1177	0
1178	0
1179	0
1180	0
1181	0
1182	0
1183	0
1184	0
1185	3216
1186	0
1187	0
1188	0
1189	0
1190	0
1191	0
1192	1608
1193	0
1194	0
1195	4824
1196	0
1197	0
1198	0
1199	0
1200	0
1201	0
1202	3216
1203	0
1204	3216
1205	0
1206	0
1207	0
1208	0
1209	0
1210	0
1211	0
1212	0
1213	0
1214	0
1215	0
1216	0
1217	0
1218	4824
1219	0
1220	0
1221	0
1222	0
1223	3216
1224	0
1225	0
1226	0
1227	0
1228	0
1229	0
1230	0
1231	0
1232	3216
1233	0
1234	0
1235	0
1236	0
1237	2144
1238	0
1239	0
1240	0
1241	0
1242	0
1243	0
1244	0
1245	0
1246	0
1247	0
1248	0
1249	0
1250	0
1251	0
1252	0
1253	0
1254	0
1255	0
1256	0
1257	0
1258	3216
1259	0
1260	0
1261	0
1262	0
1263	0
1264	0
1265	0
1266	0
1267	0
1268	0
1269	0
1270	0
1271	0
1272	0
1273	1608
1274	0
1275	0
1276	0
1277	0
1278	0
1279	0
1280	1608
1281	0
1282	1608
1283	0
1284	2144
1285	0
1286	0
1287	1608
1288	0
1289	5896
1290	0
1291	536
1292	0
1293	0
1294	0
1295	0
1296	0
1297	0
1298	0
1299	1072
1300	0
1301	536
1302	0
1303	1608
1304	0
1305	0
1306	2144
1307	0
1308	0
1309	0
1310	1608
1311	0
1312	0
1313	0
1314	0
1315	1072
1316	0
1317	1608
1318	0
1319	0
1320	2144
1321	0
1322	1608
1323	0
1324	0
1325	1072
1326	0
1327	0
1328	0
1329	0
1330	0
1331	0
1332	0
1333	0
1334	1072
1335	0
1336	0
1337	0
1338	0
1339	1608
1340	0
1341	0
1342	0
1343	0
1344	0
1345	0
1346	4288
1347	0
1348	536
1349	0
1350	0
1351	0
1352	0
1353	1608
1354	0
1355	0
1356	0
1357	0
1358	0
1359	0
1360	2144
1361	0
1362	2144
1363	0
1364	0
1365	1608
1366	0
1367	2144
1368	0
1369	0
1370	0
1371	0
1372	0
1373	0
1374	2144
1375	0
1376	2144
1377	0
1378	0
1379	1608
1380	0
1381	536
1382	0
1383	0
1384	2144
1385	0
1386	1608
1387	0
1388	0
1389	0
1390	0
1391	0
1392	0
1393	536
1394	0
1395	0
1396	0
1397	0
1398	2144
1399	0
1400	0
1401	0
1402	0
1403	0
1404	0
1405	1608
1406	0
1407	0
1408	0
1409	0
1410	0
1411	0
1412	0
1413	0
1414	536
1415	0
1416	0
1417	1608
1418	0
1419	0
1420	0
1421	536
1422	0
1423	0
1424	0
1425	0
1426	536
1427	0
1428	536
1429	0
1430	0
1431	0
1432	0
1433	0
1434	0
1435	0
1436	0
1437	0
1438	1608
1439	0
1440	0
1441	0
1442	0
1443	0
1444	0
1445	536
1446	0
1447	0
1448	0
1449	0
1450	0
1451	0
1452	6432
1453	0
1454	2144
1455	0
1456	0
1457	1608
1458	0
1459	0
1460	0
1461	2144
1462	0
1463	0
1464	0
1465	0
1466	0
1467	0
1468	1608
1469	0
1470	0
1471	0
1472	0
1473	0
1474	0
1475	0
1476	536
1477	0
1478	536
1479	0
1480	1608
1481	0
1482	0
1483	0
1484	0
1485	0
1486	0
1487	0
1488	0
1489	0
1490	0
1491	0
1492	536
1493	0
1494	0
1495	0
1496	0
1497	0
1498	0
1499	0
1500	0
1501	0
1502	6432
1503	0
1504	536
1505	0
1506	6432
1507	0
1508	0
1509	536
1510	0
1511	536
1512	0
1513	0
1514	0
1515	0
1516	4824
1517	0
1518	536
1519	0
1520	536
1521	0
1522	0
1523	536
1524	0
1525	536
1526	0
1527	536
1528	0
1529	0
1530	536
1531	0
1532	536
1533	0
1534	0
1535	536
1536	0
1537	536
1538	0
1539	536
1540	0
1541	0
1542	536
1543	0
1544	536
1545	0
1546	536
1547	0
1548	0
1549	536
1550	0
1551	536
1552	0
1553	536
1554	0
1555	0
1556	0
1557	0
1558	536
1559	0
1560	0
1561	536
1562	0
1563	536
1564	0
1565	536
1566	0
1567	0
1568	536
1569	0
1570	0
1571	0
1572	0
1573	0
1574	0
1575	0
1576	0
1577	536
1578	0
1579	536
1580	0
1581	0
1582	0
1583	0
1584	0
1585	0
1586	536
1587	0
1588	0
1589	536
1590	0
1591	536
1592	0
1593	0
1594	536
1595	0
1596	0
1597	0
1598	6968
1599	0
1600	0
1601	536
1602	0
1603	536
1604	0
1605	536
1606	0
1607	0
1608	536
1609	0
1610	536
1611	0
1612	0
1613	0
1614	0
1615	0
1616	0
1617	0
1618	0
1619	0
1620	0
1621	0
1622	0
1623	0
1624	536
1625	0
1626	0
1627	0
1628	0
1629	0
1630	0
1631	6968
1632	0
1633	0
1634	536
1635	0
1636	536
1637	0
1638	536
1639	0
1640	0
1641	0
1642	0
1643	6968
1644	0
1645	536
1646	0
1647	0
1648	536
1649	0
1650	536
1651	0
1652	0
1653	0
1654	0
1655	536
1656	0
1657	536
1658	0
1659	0
1660	536
1661	0
1662	536
1663	0
1664	536
1665	0
1666	0
1667	536
1668	0
1669	536
1670	0
1671	536
1672	0
1673	0
1674	536
1675	0
1676	0
1677	0
1678	0
1679	6968
1680	0
1681	536
1682	0
1683	536
1684	0
1685	0
1686	536
1687	0
1688	536
1689	0
1690	536
1691	0
1692	0
1693	536
1694	0
1695	536
1696	0
1697	536
1698	0
1699	0
1700	536
1701	0
1702	536
1703	0
1704	536
1705	0
1706	0
1707	536
1708	0
1709	536
1710	0
1711	0
1712	536
1713	0
1714	536
1715	0
1716	536
1717	0
1718	0
1719	536
1720	0
1721	536
1722	0
1723	536
1724	0
1725	0
1726	536
1727	0
1728	536
1729	0
1730	536
1731	0
1732	0
1733	536
1734	0
1735	536
1736	0
1737	0
1738	536
1739	0
1740	536
1741	0
1742	536
1743	0
1744	0
1745	536
1746	0
1747	536
1748	0
1749	536
1750	0
1751	0
1752	536
1753	0
1754	536
1755	0
1756	536
1757	0
1758	0
1759	536
1760	0
1761	536
1762	0
1763	536
1764	0
1765	0
1766	536
1767	0
1768	536
1769	0
1770	0
1771	536
1772	0
1773	536
1774	0
1775	536
1776	0
1777	0
1778	536
1779	0
1780	536
1781	0
1782	536
1783	0
1784	0
1785	536
1786	0
1787	536
1788	0
1789	536
1790	0
1791	0
1792	536
1793	0
1794	536
1795	0
1796	0
1797	536
1798	0
1799	536
1800	0
1801	536
1802	0
1803	0
1804	536
1805	0
1806	536
1807	0
1808	536
1809	0
1810	0
1811	536
1812	0
1813	536
1814	0
1815	536
1816	0
1817	0
1818	536
1819	0
1820	536
1821	0
1822	536
1823	0
1824	0
1825	536
1826	0
1827	536
1828	0
1829	0
1830	536
1831	0
1832	536
1833	0
1834	536
1835	0
1836	0
1837	536
1838	0
1839	536
1840	0
1841	536
1842	0
1843	0
1844	536
1845	0
1846	536
1847	0
1848	536
1849	0
1850	0
1851	536
1852	0
1853	536
1854	0
1855	0
1856	536
1857	0
1858	536
1859	0
1860	536
1861	0
1862	0
1863	536
1864	0
1865	536
1866	0
1867	536
1868	0
1869	0
1870	536
1871	0
1872	536
1873	0
1874	536
1875	0
1876	0
1877	536
1878	0
1879	536
1880	0
1881	536
1882	0
1883	0
1884	536
1885	0
1886	536
1887	0
1888	0
1889	536
1890	0
1891	536
1892	0
1893	536
1894	0
1895	0
1896	536
1897	0
1898	536
1899	0
1900	536
1901	0
1902	0
1903	536
1904	0
1905	536
1906	0
1907	536
1908	0
1909	0
1910	536
1911	0
1912	536
1913	0
1914	0
1915	536
1916	0
1917	536
1918	0
1919	536
1920	0
1921	0
1922	536
1923	0
1924	536
1925	0
1926	536
1927	0
1928	0
1929	536
1930	0
1931	536
1932	0
1933	536
1934	0
1935	0
1936	536
1937	0
1938	536
1939	0
1940	536
1941	0
1942	0
1943	536
1944	0
1945	536
1946	0
1947	0
1948	536
1949	0
1950	536
1951	0
1952	536
1953	0
1954	0
1955	536
1956	0
1957	536
1958	0
1959	536
1960	0
1961	0
1962	536
1963	0
1964	536
1965	0
1966	536
1967	0
1968	0
1969	536
1970	0
1971	536
1972	0
1973	0
1974	536
1975	0
1976	536
1977	0
1978	536
1979	0
1980	0
1981	536
1982	0
1983	536
1984	0
1985	536
1986	0
1987	0
1988	536
1989	0
1990	536
1991	0
1992	536
1993	0
1994	0
1995	536
1996	0
1997	536
1998	0
1999	536
2000	0
2001	0
2002	536
2003	0
2004	536
2005	0
2006	0
2007	536
2008	0
2009	536
2010	0
2011	536
2012	0
2013	0
2014	536
2015	0
2016	536
2017	0
2018	536
2019	0
2020	0
2021	536
2022	0
2023	536
2024	0
2025	536
2026	0
2027	0
2028	536
2029	0
2030	536
2031	0
2032	0
2033	536
2034	0
2035	536
2036	0
2037	536
2038	0
2039	0
2040	536
2041	0
2042	536
2043	0
2044	536
2045	0
2046	0
2047	536
2048	0
2049	536
2050	0
2051	536
2052	0
2053	0
2054	536
2055	0
2056	536
2057	0
2058	536
2059	0
2060	0
2061	536
2062	0
2063	536
2064	0
2065	0
2066	536
2067	0
2068	536
2069	0
2070	536
2071	0
2072	0
2073	536
2074	0
2075	536
2076	0
2077	536
2078	0
2079	0
2080	536
2081	0
2082	536
2083	0
2084	536
2085	0
2086	0
2087	536
2088	0
2089	536
2090	0
2091	0
2092	536
2093	0
2094	536
2095	0
2096	536
2097	0
2098	0
2099	536
2100	0
2101	536
2102	0
2103	536
2104	0
2105	0
2106	536
2107	0
2108	536
2109	0
2110	536
2111	0
2112	0
2113	536
2114	0
2115	536
2116	0
2117	536
2118	0
2119	0
2120	536
2121	0
2122	536
2123	0
2124	0
2125	536
2126	0
2127	536
2128	0
2129	536
2130	0
2131	0
2132	536
2133	0
2134	536
2135	0
2136	536
2137	0
2138	0
2139	536
2140	0
2141	536
2142	0
2143	536
2144	0
2145	0
2146	536
2147	0
2148	536
2149	0
2150	0
2151	536
2152	0
2153	536
2154	0
2155	536
2156	0
2157	0
2158	536
2159	0
2160	536
2161	0
2162	536
2163	0
2164	0
2165	536
2166	0
2167	536
2168	0
2169	536
2170	0
2171	0
2172	536
2173	0
2174	536
2175	0
2176	536
2177	0
2178	0
2179	536
2180	0
2181	536
2182	0
2183	0
2184	536
2185	0
2186	536
2187	0
2188	536
2189	0
2190	0
2191	536
2192	0
2193	536
2194	0
2195	536
2196	0
2197	0
2198	536
2199	0
2200	536
2201	0
2202	536
2203	0
2204	0
2205	536
2206	0
2207	536
2208	0
2209	0
2210	536
2211	0
2212	536
2213	0
2214	536
2215	0
2216	0
2217	536
2218	0
2219	536
2220	0
2221	536
2222	0
2223	0
2224	536
2225	0
2226	536
2227	0
2228	536
2229	0
2230	0
2231	536
2232	0
2233	536
2234	0
2235	536
2236	0
2237	0
2238	536
2239	0
2240	536
2241	0
2242	0
2243	536
2244	0
2245	536
2246	0
2247	536
2248	0
2249	0
2250	536
2251	0
2252	536
2253	0
2254	536
2255	0
2256	0
2257	536
2258	0
2259	536
2260	0
2261	536
2262	0
2263	0
2264	536
2265	0
2266	536
2267	0
2268	0
2269	536
2270	0
2271	536
2272	0
2273	536
2274	0
2275	0
2276	536
2277	0
2278	536
2279	0
2280	536
2281	0
2282	0
2283	536
2284	0
2285	536
2286	0
2287	536
2288	0
2289	0
2290	536
2291	0
2292	536
2293	0
2294	536
2295	0
2296	0
2297	536
2298	0
2299	536
2300	0
2301	0
2302	536
2303	0
2304	536
2305	0
2306	536
2307	0
2308	0
2309	536
2310	0
2311	536
2312	0
2313	536
2314	0
2315	0
2316	536
2317	0
2318	536
2319	0
2320	536
2321	0
2322	0
2323	536
2324	0
2325	536
2326	0
2327	0
2328	536
2329	0
2330	536
2331	0
2332	536
2333	0
2334	0
2335	536
2336	0
2337	536
2338	0
2339	536
2340	0
2341	0
2342	536
2343	0
2344	536
2345	0
2346	536
2347	0
2348	0
2349	536
2350	0
2351	536
2352	0
2353	536
2354	0
2355	0
2356	536
2357	0
2358	536
2359	0
2360	0
2361	536
2362	0
2363	536
2364	0
2365	536
2366	0
2367	0
2368	536
2369	0
2370	536
2371	0
2372	536
2373	0
2374	0
2375	536
2376	0
2377	536
2378	0
2379	536
2380	0
2381	0
2382	536
2383	0
2384	536
2385	0
2386	0
2387	536
2388	0
2389	536
2390	0
2391	536
2392	0
2393	0
2394	536
2395	0
2396	536
2397	0
2398	536
2399	0
2400	0
2401	536
2402	0
2403	536
2404	0
2405	536
2406	0
2407	0
2408	536
2409	0
2410	536
2411	0
2412	536
2413	0
2414	0
2415	536
2416	0
2417	536
2418	0
2419	0
2420	536
2421	0
2422	536
2423	0
2424	536
2425	0
2426	0
2427	536
2428	0
2429	536
2430	0
2431	536
2432	0
2433	0
2434	536
2435	0
2436	536
2437	0
2438	536
2439	0
2440	0
2441	536
2442	0
2443	536
2444	0
2445	0
2446	536
2447	0
2448	536
2449	0
2450	536
2451	0
2452	0
2453	536
2454	0
2455	536
2456	0
2457	536
2458	0
2459	0
2460	536
2461	0
2462	536
2463	0
2464	536
2465	0
2466	0
2467	536
2468	0
2469	536
2470	0
2471	536
2472	0
2473	0
2474	536
2475	0
2476	536
2477	0
2478	0
2479	536
2480	0
2481	536
2482	0
2483	536
2484	0
2485	0
2486	536
2487	0
2488	536
2489	0
2490	536
2491	0
2492	0
2493	536
2494	0
2495	536
2496	0
2497	536
2498	0
2499	0
2500	536
2501	0
2502	536
2503	0
2504	0
2505	536
2506	0
2507	536
2508	0
2509	536
2510	0
2511	0
2512	536
2513	0
2514	536
2515	0
2516	536
2517	0
2518	0
2519	536
2520	0
2521	536
2522	0
2523	536
2524	0
2525	0
2526	536
2527	0
2528	536
2529	0
2530	536
2531	0
2532	0
2533	536
2534	0
2535	536
2536	0
2537	0
2538	536
2539	0
2540	536
2541	0
2542	536
2543	0
2544	0
2545	536
2546	0
2547	536
2548	0
2549	536
2550	0
2551	0
2552	536
2553	0
2554	536
2555	0
2556	536
2557	0
2558	0
2559	536
2560	0
2561	536
2562	0
2563	0
2564	536
2565	0
2566	536
2567	0
2568	536
2569	0
2570	0
2571	536
2572	0
2573	536
2574	0
2575	536
2576	0
2577	0
2578	536
2579	0
2580	536
2581	0
2582	536
2583	0
2584	0
2585	536
2586	0
2587	536
2588	0
2589	536
2590	0
2591	0
2592	536
2593	0
2594	536
2595	0
2596	0
2597	536
2598	0
2599	536
2600	0
2601	536
2602	0
2603	0
2604	536
2605	0
2606	536
2607	0
2608	536
2609	0
2610	0
2611	536
2612	0
2613	536
2614	0
2615	536
2616	0
2617	0
2618	536
2619	0
2620	536
2621	0
2622	0
2623	536
2624	0
2625	536
2626	0
2627	536
2628	0
2629	0
2630	536
2631	0
2632	536
2633	0
2634	536
2635	0
2636	0
2637	536
2638	0
2639	536
2640	0
2641	536
2642	0
2643	0
2644	536
2645	0
2646	536
2647	0
2648	536
2649	0
2650	0
2651	536
2652	0
2653	536
2654	0
2655	0
2656	536
2657	0
2658	536
2659	0
2660	536
2661	0
2662	0
2663	536
2664	0
2665	536
2666	0
2667	536
2668	0
2669	0
2670	536
2671	0
2672	536
2673	0
2674	536
2675	0
2676	0
2677	536
2678	0
2679	536
2680	0
2681	0
2682	536
2683	0
2684	536
2685	0
2686	536
2687	0
2688	0
2689	536
2690	0
2691	536
2692	0
2693	536
2694	0
2695	0
2696	536
2697	0
2698	536
2699	0
2700	536
2701	0
2702	0
2703	536
2704	0
2705	536
2706	0
2707	536
2708	0
2709	0
2710	536
2711	0
2712	536
2713	0
2714	0
2715	536
2716	0
2717	536
2718	0
2719	536
2720	0
2721	0
2722	536
2723	0
2724	536
2725	0
2726	536
2727	0
2728	0
2729	536
2730	0
2731	536
2732	0
2733	536
2734	0
2735	0
2736	536
2737	0
2738	536
2739	0
2740	0
2741	536
2742	0
2743	536
2744	0
2745	536
2746	0
2747	0
2748	536
2749	0
2750	536
2751	0
2752	536
2753	0
2754	0
2755	536
2756	0
2757	536
2758	0
2759	536
2760	0
2761	0
2762	536
2763	0
2764	536
2765	0
2766	536
2767	0
2768	0
2769	536
2770	0
2771	536
2772	0
2773	0
2774	536
2775	0
2776	536
2777	0
2778	536
2779	0
2780	0
2781	536
2782	0
2783	536
2784	0
2785	536
2786	0
2787	0
2788	536
2789	0
2790	536
2791	0
2792	536
2793	0
2794	0
2795	536
2796	0
2797	536
2798	0
2799	0
2800	536
2801	0
2802	536
2803	0
2804	536
2805	0
2806	0
2807	536
2808	0
2809	536
2810	0
2811	536
2812	0
2813	0
2814	536
2815	0
2816	536
2817	0
2818	536
2819	0
2820	0
2821	536
2822	0
2823	536
2824	0
2825	536
2826	0
2827	0
2828	536
2829	0
2830	536
2831	0
2832	0
2833	536
2834	0
2835	536
2836	0
2837	536
2838	0
2839	0
2840	536
2841	0
2842	536
2843	0
2844	536
2845	0
2846	0
2847	536
2848	0
2849	536
2850	0
2851	536
2852	0
2853	0
2854	536
2855	0
2856	536
2857	0
2858	0
2859	536
2860	0
2861	536
2862	0
2863	536
2864	0
2865	0
2866	536
2867	0
2868	536
2869	0
2870	536
2871	0
2872	0
2873	536
2874	0
2875	536
2876	0
2877	536
2878	0
2879	0
2880	536
2881	0
2882	536
2883	0
2884	536
2885	0
2886	0
2887	536
2888	0
2889	536
2890	0
2891	0
2892	536
2893	0
2894	536
2895	0
2896	536
2897	0
2898	0
2899	536
2900	0
2901	536
2902	0
2903	536
2904	0
2905	0
2906	536
2907	0
2908	536
2909	0
2910	536
2911	0
2912	0
2913	536
2914	0
2915	536
2916	0
2917	0
2918	536
2919	0
2920	536
2921	0
2922	536
2923	0
2924	0
2925	536
2926	0
2927	536
2928	0
2929	536
2930	0
2931	0
2932	536
2933	0
2934	536
2935	0
2936	536
2937	0
2938	0
2939	536
2940	0
2941	536
2942	0
2943	536
2944	0
2945	0
2946	536
2947	0
2948	536
2949	0
2950	0
2951	536
2952	0
2953	536
2954	0
2955	536
2956	0
2957	0
2958	536
2959	0
2960	536
2961	0
2962	536
2963	0
2964	0
2965	536
2966	0
2967	536
2968	0
2969	536
2970	0
2971	0
2972	536
2973	0
2974	536
2975	0
2976	0
2977	536
2978	0
2979	536
2980	0
